id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
123,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
124,0,microsoft office 2004 professional ( mac ),microsoft,499.99,web easy ( r ) professional 6,,49.99
125,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
126,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 production premium upgrade,,822.99
128,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) access 2007,,109.99
129,0,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
130,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,168.97
132,0,high school advantage 2007,encore software,29.95,encore inc math advantage 2008,,33.89
133,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
135,1,turbocad mac 3d for mac,imsi,249.99,imsi design llc turbocad mac 3d,,204.67
137,0,quicken 2007 premier,intuit,79.95,intuit inc quickbooks premier edition 2007 5 user,,1309.31
138,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft office 2004 software suite oem mac apple & mac software,,239.95
140,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
143,0,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
147,0,acrobat professional 8 ( windows ),adobe,273.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99
149,0,math missions : the race to spectacle city arcade ( grades k-2 ),scholastic,29.95,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95
151,0,national geographic photo gallery ( jewel case ),topics entertainment,9.99,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
152,0,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2004 version,,199.99
154,0,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,sony creative software sound forge audio studio v. 8.0 complete product,,55.29
155,0,upgrade emc retrospect 7.5 multi server windows only,dantz,,retrospect 7.5 prof win upg only pz24a0075,emc,54.68
156,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,make songwriter software music production software,,37.95
159,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe photoshop cs3 extended software full version for macintosh,,969.0
160,0,family tree maker version 16 collectors edition,encore software,,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
162,0,emedia intermediate guitar method os x,emedia,59.99,emedia music corp emedia intermediate guitar method,,49.21
163,0,apple final cut studio 2 ( mac ),apple,1299.0,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,,460.7
165,0,punch ! master landscape & home design,punch ! software,59.99,instant landscape design 3.0,,17.9
167,0,cubase 4 competitive crossgrade,steinberg ( yamaha ),549.99,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,,199.95
169,1,humorous greeting card factory,nova development,29.99,nova development ghw humorous greeting card factory,nova development,29.99
172,0,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft word 2007 upgrade ( pc ),,109.95
173,0,hallmark card studio 2005 deluxe,sierra home,49.99,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26
178,0,steinberg cubase 4 digital audio software,steinberg,999.99,sony media software sound forge 9 digital audio production suite music production software,,299.95
179,0,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe pagemaker 7.0 for mac version upgrade,,79.99
180,0,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,microsoft office accounting professional 2007 ( pc ),,229.95
184,0,peachtree by sage pro accounting 2007,sage software,169.99,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
186,0,marine aquarium 2.0 ( pc & mac ),encore,29.99,marine aquarium & goldfish aquarium,,19.99
188,1,microsoft office & windows training,topics entertainment,29.99,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
192,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
193,0,microsoft data analyzer 2002,microsoft,179.0,microsoft office 2004 std upgrade,,219.99
194,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6
195,0,adobe after effects professional 7.0,adobe,999.0,adobe acrobat v8 .0 professional for mac academic,adobe-education-box,159.99
196,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
197,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,apple/emagic logic pro 7.2 software music production software,,999.0
198,0,instant immersion italian platinum,topics entertainment,129.99,instant immersion japanese ( audio book ) ( audio book ),,19.95
199,0,elementary advantage 2008,encore software,,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97
200,0,quickverse mac bible study 2007 white box,findex,59.95,findex.com inc quickverse mac bible study 2007 gold box,,215.42
201,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,adobe soundbooth cs3 audio editing software windows music production software,,198.95
202,0,pinnacle mobile media organizer,pinnacle,49.99,pinnacle mobile media converter software for windows ipod software,,29.95
203,1,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe soundbooth cs3 audio editing software mac music production software,,198.95
204,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office outlook 2007,,109.95
209,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) works suite 2006,,99.99
210,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business 32-bit oem,,149.99
211,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft excel 2004 spreadsheet software mac apple & mac software,,228.95
213,0,middle school success essentials,topics entertainment,29.99,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
214,0,systemsuite 8 professional,individual software,49.99,sibelius sibelius photoscore professional 4,,145.7
215,0,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,quickbooks ( r ),,103.99
216,0,symc backup exec sbs std 11d win small business server standard,symantec,811.21,10759333 symantec backup exec 11d for windows servers central admin server option compl,,1219.72
217,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,f89-00346 microsoft internet security and acceleration server enterprise edition license,,537.72
221,0,3d home architect landscape design deluxe version 9,encore,29.99,encore inc 3d home architect home design deluxe version 9,,25.49
224,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,microspot macdraft professional edition,,249.99
225,0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 design standard upsell,,934.99
227,1,computrace lojack for laptops 4 year subscription,absolute software,119.99,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,,105.68
228,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
229,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe contribute cs3 upgrade,,82.99
231,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ),,199.99
232,0,instant immersion spanish audio deluxe,topics entertainment,39.95,topics entertainment instant immersion german 2.0,,17.55
233,0,professional home design suite platinum,punch ! software,99.95,punch software pro home design suite,,61.8
237,0,adobe after effects cs3,adobe,999.0,adobe after effects professional 7.0 software effects software,,998.95
238,0,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0,adobe dreamweaver cs3 complete package 1 user academic cd mac,,189.0
241,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95
242,0,quickbooks premier professional services edition 2007,intuit,399.95,quickbooks ( r ) pro 2007 edition 3-user,,499.99
243,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft visual basic . net standard 2003,,108.95
244,0,adobe after effects cs3 upgrade,adobe,299.0,adobe dreamweaver cs3 upgrade windows,,236.74
245,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,microsoft student with encarta premium 2008 complete package,,43.6
248,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) money 2004 standard,,29.99
250,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,topics entertainment math success deluxe 2008,,31.06
252,0,norton internet security 2008 10 user,symantec,199.99,symantec norton internet security 3.0 software for macintosh apple & mac software,,89.95
254,0,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft office basic edition 2003 license and media,,124.95
255,0,sonicwall gms standard edition 10 node license,sonicwall,,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win,,1835.31
256,0,zipmagic personal edition,allume systems,19.95,i copydvds 2 professional edition,me-too-software,27.9
257,0,acrobat professional 8 ( windows ),adobe,273.0,microsoft office accounting professional 2007 ( pc ),,229.95
259,0,microsoft entertainment pack ce,microsoft,49.5,microsoft student with encarta premium 2008 complete package,,43.6
260,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ) credit card processing kit 2007,,39.99
262,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,bu24a600000 emc insignia retrospect desktop v. 6.1 upgrade package 2 clients cd,,51.85
264,0,instant immersion italian platinum,topics entertainment,129.99,topics entertainment instant immersion japanese crash course,,6.56
265,0,punch ! professional home design platinum v10,punch ! software,99.0,instant home design 3.0,,15.9
267,0,reader rabbit kindergarten version 1.1,the learning company,9.99,jumpstart kindergarten ( jc ),,9.9
269,0,mediafour macdrive 6 for windows,mediafour corporation,49.99,act ! 2004 for windows,,249.95
274,0,places ( pc & mac ),fogware publishing,29.99,cosmi imusictools ( pc ),,19.99
277,0,rome total war gold edition,sega-of-america-inc .,19.99,destineer rise of nations gold edition,,45.99
279,0,punch ! professional home design suite,punch ! software,69.99,web easy ( r ) professional 6,,49.99
280,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe cs3 design premium upgrade,,619.99
283,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft office outlook 2007,,109.95
285,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) complete iii,,103.99
287,0,reference success deluxe 2006,topics entertainment,49.95,elementary school success deluxe 2006,,12.95
288,0,my guitar,emedia,29.95,mike dowling homespun swing guitar,,36.67
293,1,corefx three level,core learning,59.95,sos aggregation company corefx three level-core learning ltd.,,51.09
294,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
296,0,delorme topo usa mapping software 6.0 east region,delorme,49.95,delorme mapping street atlas usa 2007 plus dvd xx,,53.37
297,0,individual small business advantage deluxe 2006,individual,49.99,elementary school success deluxe 2006,,12.95
298,0,pc tools spyware doctor 2007,encore,29.95,pc tools spyware doctor 2007,,29.99
300,0,project x project management software,marware,199.95,software management approaches : project management estimation and life cycle,,64.95
301,0,apple xsan ( mac ),apple,,apple ilife 06,,70.47
302,1,chessmaster 9000 ( mac ),feral interactive,39.99,chessmaster 9000 : feral interactive,,38.99
304,0,instant immersion italian 2.0,topics entertainment,29.99,instant immersion language lab deluxe edition,,14.9
305,0,instant immersion italian platinum,topics entertainment,129.99,topics entertainment instant immersion italian 2.0,,17.55
306,1,land before time : kindergarten,brighter-minds-media-inc .,9.99,brighter minds land before time : kindergarten,brighter-minds-media-inc .,9.99
308,0,microsoft onenote 2007,microsoft,99.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39
310,0,learn to play keyboard ( jewel case ),alfred publishing,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
311,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
313,0,marine aquarium & goldfish screen saver by encore software,encore software,,marine aquarium & goldfish screen saver by encore software,,19.99
314,0,jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,knowledge adventure inc. 20223 jumpstart world 1st grade mini box,,16.93
316,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0
317,0,corel wordperfect office 12 standard upgrade,corel,149.99,adobe cs3 design standard upgrade,,413.99
318,0,mavis beacon teaches typing deluxe v17,encore software,39.99,mavis beacon teaches typing 16 deluxe,,34.9
320,0,adobe premiere elements 3.0,adobe,161.73,adobe cs3 design premium,,1865.99
321,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
322,1,phase one capture one le,phase one,,phase one capture one le,,76.99
323,0,instant immersion german deluxe 2.0,topics entertainment,39.99,instant immersion italian 2.0,topics entertainment,20.99
324,0,adobe premiere pro cs3 upgrade,adobe,299.0,onone software qx-tools pro 7 upgrade,,69.17
325,0,apple final cut express hd 3.5 ( mac ),apple computer,299.0,ma265zm/a final cut express hd v. 3.5 media volume dvd mac multi-country,,12.98
326,0,century software tinyterm plus v. 4.0 complete product,century software,,century software tt-5 century tinyterm v. 4.2 x complete product emulation 5 user ( s ) complete product standard pc,,395.97
327,0,vpn manager five to ten firebox,watchguard technologies inc,1995.0,vpn manager 10 fireboxes watchguard wg4010,,831.36
328,0,punch ! professional home design suite,punch ! software,69.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
329,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6
330,0,instant immersion spanish 2.0,topics entertainment,29.99,instant immers spanish dlux 2,,36.11
331,0,ae outlook 2007 win32,microsoft corp,,microsoft w87-02380 office sbe 2007 win32,,400.34
332,0,quickverse mac bible study 2007 gold box,findex,349.95,findex.com inc quickverse mac bible study 2007 white box,,37.18
333,0,readiris pro 11 corporate edition,iris inc.,399.99,iris inc readiris pro 11 corporate edition,,430.58
337,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ),,103.99
338,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
340,0,micromat podlock ( mac ),micromat,69.0,micromat inc. diskstudio,,43.36
341,1,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,diskeeper 2007 professional,,46.95
342,0,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,sony media software cinescore soundtrack creation software audio software for video,sony-pictures-digital-entertainment,179.95
344,0,ubi soft star wars activity center windows ),ubi soft,29.99,the beginners bible : noah 's ark activity center : activity center,,9.95
345,0,microsoft outlook 2007,microsoft,109.95,designing forms with microsoft office infopath 2007,,36.39
351,0,superstart ! science arcade,selectsoft publishing,24.95,superstart ! fun with reading & writing !,,8.49
354,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,12031 novanet media/client server v. 10 license 3 additional servers linux,,484.94
355,0,quarkxpress 7 windows & macintosh ),quark,899.0,quark quarkxpress 7 upgrade for mac & windows,,244.99
358,0,family tree maker version 16 deluxe,encore,69.95,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
359,0,microsoft office & windows training,topics entertainment,29.99,microsoft academic microsoft office project 2003 standard,,69.95
360,0,panda software antivirus & firewall 2008 windows,panda software,,intuit quicken home and business 2007 software for windows tax & finance software,,89.95
361,0,lego star wars ( dvd ) ( mac ),aspyr media,29.99,xbox : lego star wars,,19.95
364,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe ( r ) photoshop ( r ) album 1.0,,49.88
365,0,jumpstart world 2nd grade,knowledge adventure,19.99,jumpstart 1st grade ( jc ),,9.9
367,0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 web standard upsell,,819.99
369,1,sims 2 nightlife expansion pack,aspyr media,34.99,aspyr media inc sims 2 nightlife,,33.21
370,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows xp home edition sp2 oem,,95.99
371,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,make finale 2007 software music production software,,429.95
373,0,microsoft office excel 2007,microsoft,229.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39
376,0,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
379,1,entertainment partners budgeting ( mac ),entertainment partners,699.0,entertainment partners ep budgeting for film,,415.99
380,0,adobe after effects professional 7.0,adobe,999.0,adobe cs3 flash professional,,724.99
381,0,snap ! 10 000 drink recipies ( jewel case ),topics entertainment,4.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
383,0,world of warcraft pc,vivendi,35.7,world of warcraft burning crusade,,39.99
384,1,academy award winners,yamaha,31.95,bobby walters academy award winners,,23.59
386,0,adobe after effects cs3,adobe,999.0,adobe dreamweaver cs3,,415.99
387,0,adventure workshop preschool ( jewel case ),encore software,29.99,encore inc adventure workshop preschool-1st grade 8th edition,,17.1
388,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99
389,0,sims 2 seasons expansion pack,aspyr media,34.99,age of empires iii : warchiefs expansion pack,,34.95
391,0,apple logic pro 7.2 retail,apple,999.0,apple/emagic logic pro 7.2 software upgrade music production software,,259.95
392,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe cs3 design standard,,1243.99
393,0,quickbooks simple start 2007,intuit,99.95,intuit quickbooks pro 2007 for mac,,185.99
394,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ),,199.99
395,0,instant immersion hawaiian audio,topics entertainment,,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
396,0,national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,national geographic photo gallery topics,,9.95
397,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
398,0,high school advantage 2008,encore,39.99,spanish advantage 2007,,28.99
399,0,quicken 2007 home & business,intuit,89.95,quicken ( r ) 2004 basic,,29.99
401,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft money 2007 premium ( pc ),,79.99
409,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,publisher 2007 upgrade microsoft 164-04052,,69.71
412,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
413,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0
414,0,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg software cubase se 3.0 educational edition,,145.73
