id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
38,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:56,"July 2 , 2012"
105,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Initiation ( feat . Lola Monroe ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,"December 4 , 2012"
291,0,Get Free ( Andy C remix ),Major Lazer,Get Free - Single,"Electronic , Music , Dance , Rock , Electronica",$ 1.29,2013 Secretly Canadian / Mad Decent,5:31,27-Feb-13,Break Free [ feat . Zedd ],Major Lazer,Get It : Hip-Hop & Pop for Now [ Explicit ],Dance & Electronic,$ 1.29,2013 Secretly Canadian / Mad Decent,3:34,
51,0,Obsession ( feat . JD Davis & Miss B ),David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Album Only,‰ ãÑ 2007 Gum Records,3:06,18-Sep-07,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:31,"August 21 , 2009"
168,0,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Kill Everybody,Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,4:58,"December 21 , 2010"
113,0,Awooga ( Extended Mix ),Calvin Harris,Bounce ( feat . Kelis ) [ Remixes ],"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,7:12,5-Feb-13,Bounce ( Fly Eye Club Mix ),Calvin Harris Feat . Kelis,Bounce,Dance & Electronic,$ 1.29,2015 Bill Maki,6:06,"February 5 , 2013"
126,0,Baby ( Bonus Video ),Justin Bieber,My World 2.0 ( Bonus Track Version ),"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.99,‰ ãÑ 2010 The Island Def Jam Music Group,3:39,23-Mar-10,Baby ( Acoustic Version ),Justin Bieber,My Worlds Acoustic [ + Video ] [ + Digital Booklet ],Pop,$ 1.29,( C ) 2011 The Island Def Jam Music Group,3:35,"February 8 , 2011"
122,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Hope ( feat . Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:24,"August 19 , 2014"
136,0,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],David Guetta,Titanium ( Remixes ) [ feat . Sia ],"Dance , Music , Electronic",$ 0.99,"2011 What A Music Ltd , licence exclusive Parlophone Music France",6:37,20-Jan-12,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],David Banner,Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 b.i.G. f.a.c.e. Ent,3:47,"December 20 , 2011"
26,0,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:12,12-Dec-11,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 0.99,( C ) 2004 Geffen Records,3:08,"November 16 , 2004"
89,0,Ha ( feat . Brisco & 4 Mill ),Flo Rida,R.O.O.T.S. ( Deluxe Version ),"Hip-Hop/Rap , Music",Album Only,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:54,30-Mar-09,Shone [ Feat . Pleasure P ],Flo Rida,R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",4:13,"March 30 , 2009"
315,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015"
306,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",4:24,"May 20 , 2003"
106,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,Medicated ( feat . Chevy Woods & Juicy J ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:31,"December 4 , 2012"
302,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:07,"August 21 , 2009"
289,0,Best of Cr247,Chase Rice,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,19-Aug-14,50 Shades of Crazy,Chase Rice,Ignite the Night,Country,$ 1.29,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",3:10,"August 19 , 2014"
81,0,This Love ( Karaoke Version ),Taylor Swift,Taylor Swift Karaoke : 1989,"Pop , Music",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC",4:07,3-Mar-15,This Love,Taylor Swift,1989,Pop,$ 1.29,"( C ) 2014 Big Machine Records , LLC .",4:10,"October 27 , 2014"
241,0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,24-Nov-14,Bang my Head ( feat . Sia ),David Guetta,Listen,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:53,"November 24 , 2014"
197,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014"
138,0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance , Music",$ 1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,12-May-15,Hey Mama ( Zia Moz Remix ),"Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack",Hey Mama,Dance & Electronic,$ 0.99,"2015 Zia Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",3:12,"June 1 , 2015"
203,0,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,I Own You ( Bonus Track ),Shinedown,The Sound of Madness [ Deluxe ],Rock,$ 1.29,( C ) 2006 Vanguard,3:37,"June 23 , 2008"
204,0,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ]",DJ Snake & Lil Jon,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single","Hip-Hop/Rap , Music",$ 1.29,"2014 Columbia Records , a Division of Sony Music Entertainment",3:45,19-May-14,Lean On ( Piano Karaoke Accompaniment ) [ Original Key ] [ feat . MÌ ÷ ],"Major Lazer , DJ Snake",Lean On ( Piano Karaoke Accompaniment ) [ feat . MÌü ],Miscellaneous,$ 0.69,Sing as a star,3:14,"August 31 , 2015"
145,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Phone Tap ( Album Version ( Explicit ) ) [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.69,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",1:52,"May 20 , 2003"
274,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Ai n't Got Nothing ( Album Version ( Edited ) ) [ feat . Lil Boosie ] [ Clean ],David Banner,Certified ( Edited Version ),Rap & Hip-Hop,$ 0.99,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",3:52,"September 20 , 2005"
180,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Y2K Time Capsule ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:32,"June 30 , 2015"
65,0,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But The Beat,Dance & Electronic,$ 1.29,2009 Andy Henningsen,3:12,"August 26 , 2011"
153,0,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014"
304,0,The Motto ( Bonus Track ) [ feat . Lil Wayne ],Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,3:01,15-Nov-11,Too Much [ feat . Sampha ] [ Explicit ],Drake,Nothing Was The Same ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Cash Money Records Inc.,4:21,"September 24 , 2013"
64,0,That Good,Snoop Dogg & Wiz Khalifa,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),"Soundtrack,Music,Hip-Hop / Rap , Hardcore Rap , West Coast Rap , Gangsta Rap , Rap , Soundtrack",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:48,9-Dec-11,I 'm Good [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,2:32,"April 17 , 2009"
284,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:31,"August 21 , 2009"
98,0,Little White Lies,One Direction,Midnight Memories ( Deluxe Edition ),"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",$ 1.29,‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,3:17,25-Nov-13,Little Black Dress,One Direction,Midnight Memories ( Deluxe ),Pop,$ 1.29,"( C ) 2014 Disney Enterprises , Inc.",2:37,"November 25 , 2013"
270,0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,Save Me [ Acoustic ],Shinedown,Us And Them ( Deluxe ) [ Explicit ],Rock,$ 1.29,2015 Real Sounds,3:22,"October 4 , 2005"
45,0,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05,Left Out [ Demo ],Shinedown,Leave A Whisper ( Deluxe ),Rock,$ 1.29,2015 Mad Decent,3:36,"May 27 , 2003"
262,0,Medicated ( feat . Chevy Woods & Juicy J ),Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:30,4-Dec-12,It 's Nothin ( feat . 2 Chainz ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,"December 4 , 2012"
224,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,On The Dancefloor ( Feat . Will.I.Am & Apl De Ap ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:46,"August 21 , 2009"
152,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Adam & Noah 's Priorities ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:27,"June 30 , 2015"
209,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",6:14,17-Apr-12,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),3:39,"June 7 , 2011"
123,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Whoremonger ( Album Version ( Explicit ) ) [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",1:02,"May 20 , 2003"
183,0,Money to Blow,"Birdman , Lil Wayne & Drake",Pricele $ $,"Hip-Hop/Rap , Music , Dirty South",$ 1.29,‰ ãÑ 2009 Cash Money Records Inc.,4:18,23-Nov-09,Been About Money ( Album Version ( Edited ) ),Birdman,Pricele $ $ ( Edited Version ),Rap & Hip-Hop,$ 0.99,( C ) 2009 Cash Money Records Inc.,4:12,"November 23 , 2009"
99,0,Applause ( Goldhouse Remix ),Lady Gaga,Applause ( Remixes ),"Pop , Music , Electronic , Rock",$ 1.29,2013 Interscope Records,4:34,30-Sep-13,Applause ( DJ White Shadow Electrotech Remix ),Lady Gaga,Applause ( Remixes ),Pop,$ 1.29,( C ) 2013 Interscope Records,5:49,"September 30 , 2013"
151,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015"
255,0,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,Still Down ( feat . Chevy Woods & Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:16,"August 19 , 2014"
25,0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,One Way [ feat . Mic Righteous ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:26,"May 6 , 2014"
