id,label,left_title,left_category,left_brand,left_modelno,left_price,right_title,right_category,right_brand,right_modelno,right_price
312,0,polaroid i1237 red 12.0 mp digital camera w 3x optical zoom 2.7 lcd display digital cameras 58.88,,polaroid,cim-1237r,,polaroid dvg-720bc digital camera with 3x optical zoom and 2.7-inch lcd screen black camcorders polaroid dvg-720bc,,,,109.99
3776,0,avery laser inkjet mailing labels mini-sheet 1 x 2-5 8 white 200 pack 7.62,stationery & office machinery,avery,2160,,3m 3100a - permanent adhesive white laser mailing labels 1 x 2-5 8 750 pack 3m,,,,
4262,0,sharpie retractable permanent markers fine point assorted 3pk,stationery & office machinery,sharpie,32726pp,8.18,san36701 - permanent marker retractable fine point black 2.68,printer ink toner,sanford,,
4304,0,da-lite matte white deluxe model b manual screen - 60 x 60 av format electronics - general,,da-lite,40223,118.99,da-lite deluxe model b matte white - projection screen - 72 in da-lite matte white 127.1,projection screens,,,
2160,0,dell 15 standard yield black cartridge,printers,dell,series 15 black,18.97,dell series 9 mk990 black standard ink cartridge dx504 15.99,inkjet printer ink,dell,,
1244,0,sandisk 8gb microsdhc memory card sdsdq008ga11m,usb drives,sandisk,,24.88,sandisk microsd 2gb memory card sandisk,memory cards,,sdsdq-2048-e11m,5.0
2081,0,iosafe rugged 750gb usb 3.0 portable external hard drive,hard drives,iosafe,pa70750u1yr,139.98,lacie starck 500 gb usb 3.0 portable external hard drive 301975 lacie,external hard drives,,301975,95.0
2497,0,da-lite da-glas standard rear projection screen 72 x 96 video format 27639 4448.99,electronics - general,da-lite,,,da-lite da-view thru-the-wall rear projection screen - 50 1 2 x 67 1 4 video format projection screens da-lite 23034,,,,9739.76
5226,0,panasonic lumix dmc-fh5v 16.1 mp violet digital camera w 4x optical zoom 2.7 lcd display digital cameras panasonic dmc-fh5v 129.0,,panasonic,,,panasonic lumix dmc-s1 12.1 mp digital camera with 4x optical image stabilized zoom with 2.7-inch lcd gold point shoot digital cameras,,panasonic,dmc-s1p-n,
349,0,da-lite mahogany veneer model b manual screen with high power fabric - 60 x 60 av format electronics - general 310.99,,da-lite,99735,,heritage walnut veneer model b manual screen with high power fabric - av format size 60 x 60 projection screens,,da-lite,,
3842,0,lexmark 26 color print cartridge 10n0026 printers lexmark,,,10n0026,34.97,lexmark 1 print cartridge 18c0781 printer ink toner 20.69,,lexmark,18c0781,
4603,0,hp color laserjet 4600 smart print cartridge magenta printers,,hp,c9723a,234.84,c9722a hp color laserjet 4600 smart printer cartridge yellow 8000 yield - genuine oem toner laser printer toner hp 221.99,,,,
5953,0,coby 8gb video mp3 player black,mp3,coby,mp727-8gblk,59.88,mach speed trio 4gb mp3 and mp4 video player black mp3 players trio-v430 38.29,,mach speed,,
2057,0,casio exilim ex-zs5 14.1 mp digital camera silver w 5x optical zoom 2.7 lcd display casio,digital cameras,,,100.0,casio ex-s200pk 14.1 mp digital camera with 4x optical image stabilized zoom with 2.7 inch tft lcd pink point shoot digital cameras casio ex-s200pk 139.0,,,,
4587,0,stanley bostitch 00540 antijam extra heavy-duty stapler 215-sheet capacity black stanley bostitch 65.0,stationery & office machinery,,540,,stanley bostitch b8evalue - b8 heavy-duty electric stapler value pack 45-sheet capacity black pda handheld accessories stanley,,,,66.66
4051,0,da-lite da-tex rear tensioned advantage electrol - av format 8 x 8 diagonal electronics - general,,da-lite,85375,2549.38,hc cinema vision tensioned advantage deluxe electrol - av format size 50 x 50 projection screens da-lite,,,,
1676,0,hp 56 black inkjet cartridge c6656an printers hp,,,c6656an,23.97,lexmark oem 36 black inkjet cartridge inkjet printer ink lexmark 23.36,,,,
1816,0,kingston hyperx grey series 4gb 2 x 2gb ddr3 sdram 1600 240-pin desktop memory model khx1600c9d3x2k2/4gx,memory,kingston,,49.99,kingston hyper x 4 gb kit 2x2gb modules 2133mhz ddr3 xmp grey series desktop memory 4 dual channel kit pc3 17000 240-pin khx2133c9ad3x2k2 4gx,memory,kingston,khx2133c9ad3x2k2/4gx,138.41
4977,0,logitech usb webcam c270h logitech c270h,electronics - general,,,29.0,logitech 720p webcam c310,webcams,logitech,960-000585,24.99
1300,0,roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet electronics - general 222052,,roocase,,35.99,roocase multi-angle black leather folio case cover for lenovo ideapad k1 10.1-inch android tablet roocase,cases sleeves,,,24.96
6062,0,epson s041667 premium glossy photo paper 45.2,photography - general,epson,s041667,,epson premium photo paper glossy 20 sheets 11x14 s041466 inkjet printer paper epson s041466,,,,23.99
489,0,edge 16gb proshot 133x cf memory card usb drives edge tech 39.98,,,pe222031,,4gb edge proshot sdhc memory card class6 hard drive enclosures edge edgdm-209780-pe,,,,11.87
2860,0,da-lite video spectra 1.5 advantage manual with csr - wide format 113 diagonal electronics - general 34716,,da-lite,,888.99,da-lite advantage manual with csr - projection screen - 4 3 - video spectra 1.5 - white projection screens 636.95,,da-lite,,
2216,0,case logic universal mp3 sport case - medium mp3 accessories,,case logic,120579,11.99,caselogic uma-102pink medium universal mp3 sport case pink case logic 12.99,armbands,,uma-102pink,
5145,0,da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format 27580 1892.99,electronics - general,da-lite,,,da-lite 27565 da-plex deluxe rear projection screen - 72 x 96 video format,,da-lite,,
2730,0,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format da-lite 2608.99,electronics - general,,27528,,da-plex deluxe rear projection screen - 108 x 108 av format,projection screens,da-lite,,7950.0
1436,0,sharpie retractable fine point permanent markers sharpie 5.99,stationery & office machinery,,32760,,sharpie 1735794 - retractable ultra fine tip permanent marker black blue red 3 set computers accessories sharpie,,,,24.6
1951,0,mukii tip-230u2-bk 2.5 sata to usb 2.0 portable hard drive aluminum enclosure black electronics - general tip-230u2-bk 11.98,,mukii,,,vantec nexstar cx nst-200s2-bk 2.5-inch sata to usb 2.0 external hard drive enclosure black hard drive enclosures nst-200s2-bk,,vantec,,10.15
1572,0,da-lite da-plex deluxe rear projection screen - 36 x 48 video format 27559,electronics - general,da-lite,,1630.99,da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format,projection screens,da-lite,23065,12909.87
4117,0,da-lite da-plex self trimming rear projection screen - 60 x 60 av format electronics - general 27575 2680.99,,da-lite,,,da-lite da-plex deluxe rear projection screen - 94 1 2 x 168 hdtv format 27150,projection screens,da-lite,,9255.17
641,0,cooler master centurion 5 ii mid tower chassis black w clear side window electronics - general 67.82,,coolermaster,rc-502-kwn1,,cooler master centurion 5 atx mid tower case silver - cac-t05-uw cac-t05-uw,computer cases,cooler master,,54.99
4204,0,logitech wireless mouse m315 silver mice logitech,,,910002537,19.88,logitech wireless anywhere mouse mx for pc and mac mice logitech,,,910-001637,44.99
5948,0,gear head wireless optical tilt-wheel mouse red mice gear head 19.88,,,mpt3200red,,3 button wireless optical wheel mouse blue usb mp2100blu 12.3,mice,gear head,,
5903,0,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format 23046 13997.99,electronics - general,da-lite,,,da-lite 27639 da-glas standard rear projection screen 72 x 96 video format,projection screens,da-lite,,
3607,0,da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format da-lite 22472.99,electronics - general,,23074,,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,
366,0,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format da-lite 27604 1609.99,electronics - general,,,,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens da-lite,,,23077,9258.99
2255,0,smead recycled end tab fastener folders straight cut 11pt legal manila 50 box stationery & office machinery 37160,,,,41.18,new-smead 27100 - shelf folders straight cut single-ply end tab legal manila 100 box - smd27100 laminating supplies,,smead,,
2631,0,da-lite pearlescent tensioned cosmopolitan electrol - av format 9 x 9 diagonal da-lite,electronics - general,,81108,2500.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal da-lite,,,,
2285,0,microsoft vx-5000 lifecam webcam red,electronics - general,microsoft,rka00014,27.82,microsoft lifecam studio 1080p hd webcam gray webcams 61.25,,microsoft,q2f-00001,
2262,0,western digital 2tb my book studio edition ii external hard drive computers wdh2q20000n 199.0,,western digital,,,western digital my book studio lx 2 tb firewire 800 usb 2.0 desktop external hard drive aluminum western digital wdbach0020hal-nesn 149.99,external hard drives,,,
921,0,da-lite da-glas standard rear projection screen 81 x 108 video format da-lite 27917 5391.99,electronics - general,,,,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite,,,,
37,0,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,,,,32.88,pny geforce 9600gt 512 mb ddr3 pci-express graphics card vcg96512gxpb,,pny,vcg96512gxpb,
3773,0,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92,memory,,,,kingston 2 gb ddr2 sdram memory module 2 gb 2 x 1 gb 667mhz ddr2667 pc25300 ddr2 sdram 240pin ktd-ws667 2g memory,,kingston,ktd-ws667 / 2g,66.54
4222,0,panasonic bb-hcm580a poe zoom mpeg-4 network camera bb-hcm580a,garden - general,panasonic,,779.82,panasonic bb-hcm511a network camera with two-way audio hidden cameras panasonic 310.82,,,bb-hcm511a,
3938,0,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format projection screens,,da-lite,,
3997,0,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card zotac,electronics - general,,zt-40604-10l,88.88,msi radeon hd 5450 1024 mb ddr3 pci-express 2.0 graphics card md1g r5450-md1g 83.56,computers accessories,msi,,
3319,0,da-lite da-plex self trimming rear projection screen - 96 x 120 av format da-lite 7799.99,electronics - general,,27903,,da-lite da-view thru-the-wall rear projection screen - 57 3 4 x 77 video format projection screens,,da-lite,23040,11346.11
2218,0,epson t020201 color ink cartridge epson t020201 27.0,printers,,,,epson 78 yellow ink cartridge t078420 t078420 11.92,inkjet printer ink,epson,,
31,0,chicago cubs pink iphone 4 hard case electronics - general tribeca,,,fva4424,29.99,chicago bulls iphone 3g duo case tribeca,computers accessories,,,9.99
3408,0,acco vinyl report cover prong clip letter 1 2 capacity 10-pack stationery & office machinery acco,,,26101,10.94,acco 36251 - plastic report cover prong clip letter 3 capacity frosted cover black back computers accessories acco,,,,
5485,0,sharpie fine point permanent markers assorted 5ct stationery & office machinery sharpie 30653pp,,,,8.19,bicgpm11be - mark-it fine point permanent marker bic 10.31,,,,
273,0,hp laserjet 53x black print cartridge q7553x 164.84,printers,hp,,,hp color laserjet q6470a black print cartridge in retail packaging hp 115.71,laser printer toner,,q6470a,
430,0,case logic 208 capacity nylon cd dvd wallet electronics - general 87974,,case logic,,19.99,case logic bnw-24 polyester cd dvd wallet 24 capacity black,disc storage wallets,case logic,bnw-24,14.99
54,0,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,,hd527b3,84.98,verbatim acclaim 320 gb usb 2.0 portable external hard drive 97185 blue verbatim 97185,,,,59.84
5495,0,da-lite da-glas standard rear projection screen 81 x 108 video format da-lite 27917 5391.99,electronics - general,,,,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format da-lite,projection screens,,27149,7864.0
3694,0,kodak white paper cd dvd sleeves 500 pack mp3 accessories 70554 16.99,,kodak,,,cd dvd white paper sleeves with clear window 1000 pack media storage organization 1000cdpapersleeve 16.99,,americopy,,
2713,0,da-lite da-mat tensioned advantage electrol - av format 8 x 10 diagonal da-lite 84374,electronics - general,,,3077.99,hc da-mat tensioned advantage electrol - av format 50 x 50 da-lite,projection screens,,,
167,0,canon powershot elph 100 hs blue 12.1 mp digital camera with 4x optical zoom 3.0 lcd 1080p hd video w 50 bonus prints digital cameras,,canon,4925b001aa,178.54,canon powershot a1200 12.1 mp digital camera with 4x optical zoom silver point shoot digital cameras canon a1200 ( silver ),,,,109.0
794,0,sony 16gb class 4 sd memory card sony 0.0,usb drives,,sf16n4/tqp,,pny 16 gb sdhc class 4 flash memory card p-sdhc16g4-ef,blank media,pny,p-sdh16g4-ef / s2,18.97
5166,0,evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card 44.99,electronics - general,evga,01g-p3-1302-lr,,evga geforce gtx 560 1024 mb gddr5 pci-express 2.0 graphics card 01g-p3-1460-kr graphics cards evga,,,01g-p3-1460-kr,184.88
1897,0,wilson jones wallet file legal recycled kraft stationery & office machinery 5.09,,wilson jones,,,wilson jones wcc7234rg - wallet file legal recycled green wilson jones,,,,
5780,0,avery copper reinforced leather tab dividers 12-tab jan-dec letter black 12 set 6.47,stationery & office machinery,avery,25181,,new-avery 24286 - copper reinforced laminated tab dividers 12-tab jan-dec letter buff 12 set - ave24286 binding machines avery,,,,14.3
2019,0,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format 23046 13997.99,electronics - general,da-lite,,,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format projection screens da-lite,,,23077,9258.99
3590,0,hp 27 black inkjet cartridge c8727an hp c8727an 19.97,printers,,,,hp 20 black ink cartridge c6614dn inkjet printer ink hp,,,c6614dn,
4444,0,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal electronics - general da-lite,,,88285,4242.99,da-lite tensioned advantage electrol - projection screen motorized - cinema vision projection screens da-lite,,,advantage electrol,
3303,0,balt fold-n-stow workstation teak silver balt,furniture,,89904,164.94,balt 89811 - fold-n-go workstation 27-1 2w x 29-1 2d x 29-1 2h black silver,laminating supplies,balt,,
1343,0,iomega 2tb ego desktop usb 2.0 portable hard drive - midnight blue hard drives iomega 34822,,,,122.98,iomega 500gb ego portable hard drive superspeed usb 3.0 usb 2.0 ruby red - 35312 iomega 35312 74.71,external hard drives,,,
2733,0,da-lite video spectra 1.5 model c manual screen - 78 x 139 hdtv format 787.99,electronics - general,da-lite,82973,,da-lite deluxe model b video spectra 1.5 - projection screen model b video spectra 1.5 125.95,projection screens,da-lite,,
3829,0,netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.88,netgear prosafe 5-port gigabit unmanaged plus switch gs105e 51.99,switches,netgear,gs105e,
1012,0,xantech 282d designer emitter single 15.88,stereos/audio,xantech,282d,,xantech 283dmw designer blink emitter single mini wire office electronics 283dmw,,xantech,,13.09
5912,0,verbatim 500gb clln usb portable hard drive 97060 77.84,hard drives,verbatim,97060,,500 gb portable hard drive western digital wdme5000tn 140.27,external hard drives,,,
5752,0,scosche iphone ipod retractable car charger 16.54,mp3 accessories,scosche,sisipcrc,,scosche sleeksync retractable usb 2.0 cable for ipod and iphone black,mp3 player accessories,scosche,ipusbkr,16.39
5202,0,smead recycled end tab fastener folders straight cut 11pt legal manila 50 box stationery & office machinery 37160,,,,41.18,new-smead 27250 - folders straight cut single-ply extended end tab legal manila 100 box - smd27250 smead,laminating supplies,,,60.0
3015,0,iosafe rugged 750gb usb 3.0 portable external hard drive,hard drives,iosafe,pa70750u1yr,139.98,iomega prestige portable superspeed 500 gb usb 3.0 external hard drive 35192 black iomega,external hard drives,,35192,70.33
4280,0,targus tcm004us messenger notebook case electronics - general 23.88,,targus,,,targus tvr300 travel notebook case bags cases targus tvr300 28.24,,,,
673,0,wintec filemate 4gb compactflash memory card usb drives 3fmcf4gb-r 15.98,,wintec,,,wintec filemate 32 gb professioal compactflash card,memory cards,wintec,3fmcf32gbp-r,92.99
2677,0,canon cli-226 cyan ink tank,printers,canon,4547b001,13.97,canon cli-8m magenta ink tank inkjet printer ink 0622b002 12.99,,canon,,
3031,0,iosafe rugged 500gb usb 3.0 portable external hard drive hard drives,,iosafe,pa50500u5yr,299.98,verbatim store n go superspeed 500 gb usb 3.0 portable external hard drive 97397 black,computers accessories,verbatim,97397,69.99
5875,0,wintec filemate 16gb color mini usb flash drive aqua usb drives wintec 24.84,,,3fmsp01u2aq-16g-r,,wintec filemate 4gb swivel usb 2.0 flash drive computer accessories wintec 9.99,,,,
5854,0,da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format da-lite 22472.99,electronics - general,,23074,,da-plex standard rear projection screen - 96 x 96 av format da-lite 5912.99,projection screens,,,
4090,0,siig 1m mini displayport to display port adapter cable electronics - general 12.88,,siig,cb-dp0d11-s1,,6in displayport-male to dvi-i female adapter cable p134-000,,tripp lite,,20.3
4369,0,sandisk 8gb cruzer usb flash drive pink usb drives 12.88,,sandisk,sdcz36z008gaw11p,,sandisk cruzer micro 4 gb usb 2.0 flash drive sdcz6-4096-e11 usb flash drives sandisk 9.99,,,sdcz6-4096-a11,
3310,0,epson t020201 color ink cartridge epson t020201 27.0,printers,,,,epson black ink cartridge t060120 t060120 17.59,inkjet printer ink,epson,,
2792,0,da-lite high power designer contour manual screen with csr - 50 x 67 video format 92290 512.99,electronics - general,da-lite,,,da-lite designer contour manual hdtv format wall ceiling mounted screen 45 x 80 92 diagonal high power surface with csr controlled screen return,projection screens,da-lite,,429.95
6141,0,epson t060320 ink cartridge magenta printers epson 16.84,,,t060320,,epson 78 yellow ink cartridge t078420 t078420 11.92,inkjet printer ink,epson,,
1942,0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,national brand 33001 - 5-subject wire notebook college rule 11 x 8-7 8 white 200 sheets 21.26,storage presentation materials,national,,
3004,0,hp 61 black tri-color combo inkjet cartridge printers hp 61,,hp,,30.5,hp model c6578dn no. 78 tri-color inkjet cartridge hp,inkjet printer ink,,c6578dn # 140,31.38
554,0,da-lite da-mat tensioned advantage electrol - av format 8 x 10 diagonal da-lite 84374,electronics - general,,,3077.99,hc cinema perf tensioned advantage electrol - wide format 113 diagonal,projection screens,da-lite,,
941,0,verbatim smartdisk acclaim 320gb usb portable hard drive blue hard drives ver97185,,verbatim,,59.84,verbatim acclaim 1 tb usb 2.0 portable external hard drive 97393 piano black 97393,,verbatim,,110.99
